user_id,age,gender,country,state_province,subscription_plan,is_active,monthly_spend,primary_device,household_size,total_sessions,total_watches,total_watch_time,avg_watch_time,avg_completion,avg_user_rating,download_rate,device_diversity,quality_diversity,action_rate_completed,action_rate_paused,action_rate_started,action_rate_stopped,avg_watch_hour,weekend_watch_rate,avg_time_gap_hours,genre_diversity,content_type_diversity,avg_imdb_rating_watched,netflix_original_watch_rate,total_recommendations,total_clicks,avg_recommendation_score,avg_position,recommendation_type_diversity,algorithm_version_diversity,recommendation_ctr,recommendation_ignore_rate,search_count,avg_results_returned,avg_clicked_position,avg_search_duration,typo_rate,filter_usage_rate,review_count,avg_review_rating,verified_watch_rate,avg_helpful_votes,avg_sentiment_score,recommendation_trust_score,content_fatigue_signal
user_00011,67.0,Female,USA,Ohio,Basic,1,556.13,Desktop,2.0,13,13,726.4,55.87692307692308,35.925,1.0,0.07692307692307693,5,3,0.15384615384615385,0.15384615384615385,0.38461538461538464,0.3076923076923077,0.0,0.46153846153846156,1360.0,12,4,6.7250000000000005,0.42857142857142855,6.0,3.0,0.5748,10.333333333333334,3.0,4.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,0.829,51.416250000000005,1.1407500000000002
user_00012,41.0,Female,USA,Missouri,Premium,1,29.23,Tablet,2.0,15,16,599.6,42.82857142857143,46.40625,5.0,0.1875,5,3,0.1875,0.1875,0.3125,0.3125,0.0,0.3125,921.6,11,5,6.36875,0.4117647058823529,4.0,1.0,0.67225,7.75,3.0,4.0,0.25,0.75,5.0,28.6,6.4,21.119999999999997,0.4,0.4,0.0,0.0,0.0,0.0,0.0,26.6015625,1.5800551470588236
user_00013,32.0,Female,USA,Ohio,Basic,1,18.68,Gaming Console,3.0,11,11,772.3,77.22999999999999,45.95,4.0,0.0,5,4,0.18181818181818182,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.0,0.45454545454545453,1500.0,7,4,6.21,0.36363636363636365,1.0,0.0,0.474,15.0,1.0,1.0,0.0,1.0,5.0,58.2,5.0,25.56,0.2,0.2,2.0,3.5,1.0,3.5,0.601,20.5025,1.9571666666666667
user_00014,22.0,Male,USA,Pennsylvania,Basic,1,25.19,Laptop,2.0,12,12,767.6,69.78181818181818,60.050000000000004,3.3333333333333335,0.25,5,3,0.25,0.25,0.25,0.25,0.0,0.16666666666666666,1411.6363636363637,9,4,5.966666666666666,0.25,4.0,0.0,0.37933333333333336,4.0,4.0,2.0,0.0,1.0,7.0,51.714285714285715,6.0,29.900000000000002,0.0,0.0,2.0,3.0,0.5,2.5,0.5265,22.91,1.9379615384615385
user_00015,45.0,Female,Canada,Alberta,Basic,0,5.14,Mobile,3.0,9,9,530.2,58.91111111111112,46.8625,2.5,0.0,5,2,0.2222222222222222,0.0,0.5555555555555556,0.2222222222222222,0.0,0.1111111111111111,1167.0,9,3,7.19,0.45454545454545453,7.0,0.0,0.6161666666666666,8.285714285714286,4.0,3.0,0.0,1.0,2.0,39.0,4.0,16.9,0.0,0.0,2.0,4.0,1.0,1.0,0.0,11.715625,1.731375
user_00016,50.0,Female,USA,Pennsylvania,Standard,1,3.36,Laptop,1.0,8,8,270.7,45.11666666666667,53.9,4.333333333333333,0.25,4,3,0.25,0.25,0.25,0.25,0.0,0.625,1700.5714285714287,8,3,5.9625,0.0,3.0,0.0,0.523,12.666666666666666,3.0,3.0,0.0,1.0,3.0,50.0,2.0,22.166666666666668,0.3333333333333333,0.3333333333333333,2.0,2.5,1.0,3.0,0.3445,18.642500000000002,1.7943333333333331
user_00017,25.0,Female,USA,Indiana,Premium,1,0.0,Smart TV,1.0,10,10,532.4,59.15555555555555,47.23333333333333,4.0,0.4,4,4,0.3,0.2,0.3,0.2,0.0,0.2,1570.6666666666667,8,4,6.133333333333334,0.18181818181818182,3.0,2.0,0.4795,10.333333333333334,3.0,3.0,0.6666666666666666,0.33333333333333337,1.0,53.0,10.0,31.9,0.0,1.0,2.0,3.5,0.5,5.0,0.728,62.72833333333333,0.951909090909091
user_00018,36.0,Female,USA,Tennessee,Basic,1,8.78,Laptop,6.0,8,8,392.0,49.0,49.875,3.0,0.125,5,3,0.375,0.375,0.125,0.125,0.0,0.125,1930.2857142857142,7,5,6.983333333333333,0.375,1.0,0.0,0.149,2.0,1.0,1.0,0.0,1.0,2.0,45.5,4.0,1.2,0.0,0.5,4.0,3.5,1.0,2.5,0.5003333333333333,19.97375,1.723472222222222
user_00019,26.0,Other,USA,Ohio,Premium,1,10.28,Mobile,7.0,15,16,1154.3,82.45,51.79333333333333,2.5,0.1875,4,3,0.125,0.375,0.25,0.25,0.0,0.25,1096.0,10,4,6.6375,0.25,5.0,0.0,0.601,13.6,3.0,3.0,0.0,1.0,4.0,74.25,5.5,27.2,0.0,0.0,3.0,4.666666666666667,1.0,5.0,0.8296666666666667,25.39333333333333,1.7173607843137257
user_00020,31.0,Female,USA,Indiana,Premium+,1,11.32,Tablet,0.0,10,11,531.4,66.425,53.690909090909095,2.3333333333333335,0.0,5,3,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.45454545454545453,0.0,0.09090909090909091,1507.2,9,3,6.045454545454546,0.18181818181818182,6.0,0.0,0.3421666666666667,12.333333333333334,4.0,3.0,0.0,1.0,1.0,93.0,10.0,42.0,0.0,0.0,1.0,5.0,0.0,2.0,0.601,22.437727272727276,1.5464242424242423
user_00021,38.0,Female,Canada,Alberta,Basic,1,17.24,Laptop,3.0,9,9,225.4,45.08,65.9,3.0,0.1111111111111111,5,3,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0,0.1111111111111111,864.0,9,3,5.5,0.2222222222222222,2.0,0.0,0.302,12.0,1.0,1.0,0.0,1.0,2.0,25.0,0.0,24.75,0.0,0.5,1.0,3.0,0.0,0.0,0.554,24.785000000000004,1.541
user_00022,33.0,Male,USA,Florida,Premium+,1,0.0,Gaming Console,2.0,13,14,832.0,59.42857142857143,47.51538461538462,3.6666666666666665,0.21428571428571427,5,4,0.21428571428571427,0.07142857142857142,0.42857142857142855,0.2857142857142857,0.0,0.2857142857142857,1059.6923076923076,11,4,6.609090909090909,0.5333333333333333,4.0,1.0,0.5936666666666667,12.5,3.0,2.0,0.25,0.75,2.0,53.0,3.0,18.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.878846153846155,1.408179487179487
user_00023,40.0,Female,Canada,New Brunswick,Basic,1,0.0,Gaming Console,3.0,16,17,1837.1000000000001,122.47333333333334,56.4,3.0,0.29411764705882354,5,3,0.5294117647058824,0.11764705882352941,0.29411764705882354,0.058823529411764705,0.0,0.47058823529411764,1054.5,13,4,5.394117647058824,0.2777777777777778,6.0,1.0,0.6455000000000001,10.5,2.0,3.0,0.16666666666666666,0.8333333333333334,3.0,80.33333333333333,7.666666666666667,8.733333333333333,0.3333333333333333,0.0,1.0,5.0,1.0,2.0,0.0,24.099999999999998,1.4360000000000002
user_00024,0.0,Female,Canada,British Columbia,Standard,1,23.83,Desktop,2.0,10,10,1099.7,137.4625,37.63,3.0,0.3,5,3,0.2,0.4,0.0,0.4,0.0,0.3,1104.0,8,4,6.614285714285714,0.5,5.0,0.0,0.709,9.8,3.0,4.0,0.0,1.0,1.0,65.0,0.0,16.4,0.0,1.0,2.0,4.0,1.0,4.0,0.7809999999999999,21.1225,1.7146090909090907
user_00025,36.0,Male,USA,New York,Premium+,0,11.97,Tablet,0.0,8,10,873.9,87.39,39.62222222222223,0.0,0.2,5,3,0.7,0.1,0.1,0.1,0.0,0.2,952.0,7,4,6.477777777777778,0.2,6.0,2.0,0.2564,10.333333333333334,3.0,3.0,0.3333333333333333,0.6666666666666667,6.0,52.833333333333336,0.0,30.666666666666668,0.16666666666666666,0.6666666666666666,4.0,4.0,1.0,2.75,0.969,44.44055555555556,1.81589898989899
user_00026,60.0,Prefer not to say,Canada,Ontario,Basic,1,36.53,Smart TV,2.0,9,10,461.7,57.7125,51.46,3.5,0.5,4,3,0.2,0.5,0.2,0.1,0.0,0.2,1754.6666666666667,9,3,5.6125,0.4,4.0,0.0,0.49875,10.0,4.0,1.0,0.0,1.0,5.0,39.0,3.0,12.42,0.2,0.4,2.0,4.0,1.0,1.0,0.905,26.440000000000005,1.9399454545454544
user_00027,37.0,Female,USA,Michigan,Basic,1,17.72,Mobile,2.0,11,12,610.2,61.02,43.88333333333333,0.0,0.0,4,2,0.4166666666666667,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.0,0.16666666666666666,1374.5454545454545,10,3,6.529999999999999,0.25,1.0,0.0,0.401,1.0,1.0,1.0,0.0,1.0,1.0,58.0,0.0,24.7,0.0,1.0,3.0,4.0,1.0,2.3333333333333335,0.6876666666666668,21.285833333333336,1.6380897435897435
user_00028,0.0,Male,USA,Indiana,Standard,1,41.44,Laptop,3.0,20,21,1196.8,62.98947368421052,64.53333333333333,3.0,0.23809523809523808,5,3,0.14285714285714285,0.09523809523809523,0.47619047619047616,0.2857142857142857,0.0,0.38095238095238093,746.4,13,5,7.205882352941177,0.13636363636363635,4.0,1.0,0.46950000000000003,10.0,2.0,2.0,0.25,0.75,3.0,38.0,0.0,9.066666666666668,0.3333333333333333,0.0,3.0,4.0,0.6666666666666666,3.6666666666666665,0.653,40.928333333333335,1.241030303030303
user_00029,28.0,Female,USA,Washington,Basic,1,12.06,Gaming Console,2.0,8,8,278.9,46.48333333333333,46.2,3.0,0.25,4,4,0.125,0.375,0.125,0.375,0.0,0.125,1690.2857142857142,6,3,6.233333333333333,0.125,7.0,2.0,0.3966,10.428571428571429,4.0,3.0,0.2857142857142857,0.7142857142857143,4.0,25.0,5.5,13.8,0.5,0.0,3.0,2.0,1.0,5.333333333333333,0.308,33.31285714285714,1.6967301587301586
user_00030,24.0,0,USA,Indiana,Premium,1,10.17,Laptop,4.0,10,10,446.9,55.8625,63.64444444444444,0.0,0.3,5,3,0.4,0.3,0.1,0.2,0.0,0.3,1509.3333333333333,8,4,5.37,0.2,5.0,1.0,0.441,9.4,4.0,2.0,0.2,0.8,1.0,75.0,7.0,33.4,0.0,1.0,1.0,4.0,1.0,2.0,0.778,39.58111111111111,1.2544646464646465
user_00031,26.0,Male,USA,Massachusetts,Premium+,1,18.19,Tablet,2.0,7,7,473.6,67.65714285714286,41.300000000000004,0.0,0.14285714285714285,4,3,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.42857142857142855,2328.0,7,2,6.640000000000001,0.5714285714285714,15.0,4.0,0.45942857142857146,8.533333333333333,4.0,4.0,0.26666666666666666,0.7333333333333334,1.0,73.0,2.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.325000000000003,1.4453333333333334
user_00032,56.0,Male,USA,Pennsylvania,Premium+,1,7.49,Gaming Console,4.0,10,10,314.6,34.955555555555556,60.96,4.0,0.1,4,3,0.2,0.3,0.1,0.4,0.0,0.2,1797.3333333333333,8,4,7.288888888888888,0.4,6.0,2.0,0.6016,15.333333333333334,4.0,3.0,0.3333333333333333,0.6666666666666667,5.0,44.8,7.75,21.18,0.0,0.4,2.0,4.5,1.0,4.0,0.844,47.900000000000006,1.5116121212121212
user_00033,60.0,Male,USA,California,Standard,1,27.09,Smart TV,2.0,13,14,793.0,56.642857142857146,58.71666666666667,2.8,0.21428571428571427,5,3,0.42857142857142855,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.0,0.14285714285714285,1054.1538461538462,10,4,6.9818181818181815,0.21428571428571427,5.0,0.0,0.5876,14.4,3.0,3.0,0.0,1.0,2.0,37.5,2.0,31.1,0.0,0.0,1.0,5.0,1.0,2.0,0.628,24.09916666666667,1.5461666666666667
user_00034,32.0,0,USA,Massachusetts,Standard,1,0.0,Gaming Console,0.0,9,9,429.0,53.625,48.0,0.0,0.2222222222222222,4,3,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,2001.0,7,4,5.49,0.4,4.0,0.0,0.50375,7.75,3.0,3.0,0.0,1.0,1.0,75.0,0.0,13.4,0.0,0.0,1.0,4.0,1.0,0.0,0.89,25.35,1.62
user_00035,31.0,Male,USA,Pennsylvania,Premium+,1,19.52,Desktop,1.0,8,10,405.3,45.03333333333333,29.17777777777778,0.0,0.0,5,4,0.4,0.1,0.3,0.2,0.0,0.3,1762.6666666666667,7,3,6.477777777777778,0.4,6.0,1.0,0.4226666666666667,14.166666666666666,4.0,3.0,0.16666666666666666,0.8333333333333334,2.0,20.0,10.0,31.700000000000003,0.0,0.5,2.0,2.0,1.0,1.0,0.364,22.754444444444445,1.7233737373737374
user_00036,36.0,Other,USA,Texas,Premium,1,9.74,Smart TV,0.0,4,5,423.5,84.7,50.7,3.5,0.4,3,2,0.2,0.2,0.0,0.6,0.0,0.0,1602.0,3,3,6.933333333333334,0.6,4.0,2.0,0.331,9.5,3.0,2.0,0.5,0.5,5.0,54.2,4.25,12.72,0.2,0.0,1.0,5.0,1.0,1.0,0.674,52.785,1.8263333333333334
user_00037,41.0,Male,Canada,British Columbia,Standard,1,27.56,Desktop,1.0,7,8,420.90000000000003,52.612500000000004,39.5625,3.5,0.25,3,1,0.5,0.5,0.0,0.0,0.0,0.125,1371.4285714285713,7,5,6.225,0.25,10.0,2.0,0.42742857142857144,9.4,5.0,4.0,0.2,0.8,3.0,28.0,6.0,12.733333333333334,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,21.890625,1.7377083333333332
user_00038,21.0,Female,USA,Indiana,Standard,1,37.01,Mobile,0.0,9,10,372.9,46.6125,61.35555555555556,5.0,0.3,4,3,0.2,0.0,0.3,0.5,0.0,0.3,1280.0,7,3,7.07,0.36363636363636365,2.0,0.0,0.673,12.0,2.0,1.0,0.0,1.0,3.0,61.666666666666664,9.0,21.266666666666666,0.0,0.0,1.0,5.0,1.0,4.0,0.745,26.513888888888893,1.659171717171717
user_00039,40.0,Female,USA,New York,Standard,1,0.0,Tablet,2.0,11,11,552.3,55.23,28.79,1.0,0.45454545454545453,5,3,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.0,0.18181818181818182,1648.8,7,4,5.625,0.09090909090909091,12.0,2.0,0.615,10.083333333333334,4.0,4.0,0.16666666666666666,0.8333333333333334,3.0,46.666666666666664,0.0,26.166666666666668,0.0,0.0,4.0,2.5,1.0,1.5,0.3875,23.009999999999998,1.7954333333333334
user_00040,48.0,Female,USA,Ohio,Standard,1,15.84,Tablet,1.0,8,8,396.5,56.642857142857146,50.45,3.0,0.0,4,3,0.5,0.375,0.125,0.0,0.0,0.75,1536.0,6,2,5.2875,0.4444444444444444,6.0,0.0,0.6862,8.666666666666666,3.0,3.0,0.0,1.0,1.0,94.0,0.0,22.8,0.0,0.0,1.0,5.0,1.0,0.0,0.608,21.7325,1.606611111111111
user_00041,29.0,Female,Canada,Alberta,Standard,1,25.73,Laptop,2.0,10,10,528.5,52.85,60.4,1.0,0.0,5,3,0.4,0.2,0.2,0.2,0.0,0.5,1808.0,8,3,7.2555555555555555,0.2,3.0,0.0,0.551,11.666666666666666,2.0,2.0,0.0,1.0,1.0,31.0,0.0,6.2,1.0,0.0,3.0,2.3333333333333335,0.6666666666666666,2.3333333333333335,0.686,25.39,1.4869090909090907
user_00042,58.0,Male,Canada,Alberta,Standard,1,27.64,Laptop,6.0,4,5,96.2,32.06666666666667,72.0,0.0,0.4,4,3,0.6,0.4,0.0,0.0,0.0,0.8,3276.0,3,3,4.1,0.0,4.0,0.0,0.41866666666666674,9.0,3.0,3.0,0.0,1.0,5.0,35.0,3.2,21.925,0.2,0.2,0.0,0.0,0.0,0.0,0.0,18.0,2.1133333333333333
user_00043,35.0,Male,Canada,Nova Scotia,Standard,1,6.05,Tablet,4.0,6,8,499.5,124.875,75.625,0.0,0.125,4,3,0.625,0.375,0.0,0.0,0.0,0.125,2266.285714285714,6,3,6.025,0.25,6.0,1.0,0.6721666666666667,7.666666666666667,3.0,3.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.333333333333333,0.6666666666666666,2.6666666666666665,0.7606666666666667,40.31625,1.0770833333333334
user_00044,42.0,Male,Canada,Newfoundland and Labrador,Basic,1,32.85,Mobile,5.0,8,8,559.0,79.85714285714286,42.75,4.666666666666667,0.5,5,3,0.125,0.5,0.375,0.0,0.0,0.25,1114.2857142857142,7,3,5.3,0.375,11.0,4.0,0.5591818181818181,10.272727272727273,5.0,4.0,0.36363636363636365,0.6363636363636364,3.0,23.666666666666668,0.0,15.9,0.0,0.6666666666666666,3.0,3.3333333333333335,1.0,4.5,0.6429999999999999,42.150681818181816,1.5421969696969697
user_00045,40.0,Female,USA,Pennsylvania,Premium,1,3.22,Desktop,4.0,7,8,240.4,30.05,41.675,4.6,0.125,5,3,0.5,0.125,0.375,0.0,0.0,0.25,2070.8571428571427,7,4,6.111111111111111,0.3333333333333333,4.0,0.0,0.6016666666666667,14.0,2.0,3.0,0.0,1.0,5.0,60.4,2.0,7.3199999999999985,0.0,0.2,2.0,3.5,0.5,3.5,0.599,19.40375,2.138805555555556
user_00046,0.0,Male,USA,Missouri,Premium+,1,35.11,Desktop,0.0,10,10,661.3,66.13,49.56666666666666,5.0,0.3,5,2,0.3,0.1,0.2,0.4,0.0,0.2,1053.3333333333333,7,4,5.9,0.0,6.0,0.0,0.4736666666666667,14.833333333333334,5.0,3.0,0.0,1.0,2.0,24.5,5.0,18.2,0.0,1.0,3.0,4.666666666666667,0.6666666666666666,3.0,0.7826666666666666,24.131666666666664,1.6861515151515152
user_00047,50.0,Female,USA,Wisconsin,Premium+,1,22.98,Smart TV,2.0,9,10,477.4,47.739999999999995,60.489999999999995,4.5,0.2,4,3,0.2,0.3,0.2,0.3,0.0,0.2,1464.0,7,4,5.233333333333333,0.2,6.0,0.0,0.37775,6.333333333333333,3.0,3.0,0.0,1.0,2.0,42.0,8.0,57.3,0.0,0.0,1.0,4.0,0.0,3.0,0.873,28.2175,1.5769181818181819
user_00048,33.0,Female,Canada,Manitoba,Basic,1,16.5,Smart TV,0.0,11,11,821.1999999999999,74.65454545454544,30.809090909090912,0.0,0.45454545454545453,5,4,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.2727272727272727,0.0,0.2727272727272727,1046.4,9,3,7.611111111111111,0.16666666666666666,14.0,3.0,0.6777142857142857,12.642857142857142,5.0,3.0,0.21428571428571427,0.7857142857142857,4.0,46.5,0.0,21.53333333333333,0.5,0.5,1.0,3.0,1.0,4.0,0.593,29.45441558441558,1.8109567099567097
user_00049,39.0,Prefer not to say,USA,Tennessee,Basic,1,0.0,Desktop,2.0,8,9,511.4,56.82222222222222,40.84285714285714,3.5,0.2222222222222222,4,3,0.1111111111111111,0.0,0.4444444444444444,0.4444444444444444,0.0,0.1111111111111111,1101.0,5,3,6.540000000000001,0.4444444444444444,6.0,0.0,0.45399999999999996,11.333333333333334,4.0,4.0,0.0,1.0,3.0,80.66666666666667,6.0,15.033333333333333,0.0,0.3333333333333333,1.0,4.0,1.0,2.0,0.846,22.900714285714287,1.8915714285714287
user_00050,47.0,Male,USA,Georgia,Premium+,0,2.01,Smart TV,2.0,9,9,401.0,66.83333333333333,63.87777777777777,5.0,0.1111111111111111,5,3,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.0,0.5555555555555556,1797.0,7,5,7.720000000000001,0.45454545454545453,7.0,1.0,0.5523333333333333,8.0,3.0,2.0,0.14285714285714285,0.8571428571428572,4.0,62.5,9.0,11.075,0.0,0.75,2.0,3.0,1.0,2.0,0.485,31.815873015873017,1.6183650793650792
user_00051,24.0,Other,USA,Washington,Premium,0,19.09,Smart TV,2.0,10,10,1047.0,104.7,39.72222222222222,2.3333333333333335,0.2,5,4,0.4,0.1,0.3,0.2,0.0,0.2,1325.3333333333333,7,4,6.2,0.5,3.0,0.0,0.464,12.666666666666666,2.0,2.0,0.0,1.0,2.0,51.5,1.0,20.85,0.5,0.5,2.0,4.0,1.0,5.5,0.8895,23.273055555555555,1.7845959595959597
user_00052,20.0,Male,Canada,Quebec,Premium,1,15.39,Tablet,3.0,9,9,700.9,87.6125,45.25555555555556,4.5,0.3333333333333333,4,2,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.0,0.2222222222222222,1728.0,6,3,7.199999999999999,0.3333333333333333,4.0,1.0,0.7,10.75,3.0,2.0,0.25,0.75,1.0,4.0,6.0,18.6,1.0,0.0,3.0,3.6666666666666665,0.6666666666666666,3.0,0.6296666666666666,35.75888888888889,1.3974444444444445
user_00053,34.0,Male,USA,Indiana,Standard,1,30.64,Smart TV,3.0,10,10,816.3000000000001,90.7,45.0875,0.0,0.2,4,3,0.5,0.3,0.1,0.1,0.0,0.2,1744.0,9,5,6.328571428571429,0.1,2.0,0.0,0.9045000000000001,5.5,2.0,2.0,0.0,1.0,2.0,83.0,2.5,18.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.271875,1.730943181818182
user_00054,53.0,0,Canada,British Columbia,Premium,1,16.83,Gaming Console,0.0,9,10,529.2,75.60000000000001,41.2,5.0,0.2,5,2,0.3,0.1,0.4,0.2,0.0,0.5,1765.3333333333333,7,3,6.288888888888889,0.1,3.0,0.0,0.5559999999999999,10.0,3.0,2.0,0.0,1.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,1.678909090909091
user_00055,44.0,Female,USA,New York,Standard,1,0.0,Mobile,2.0,12,13,589.0,49.083333333333336,40.2,3.5,0.15384615384615385,5,3,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.38461538461538464,0.0,0.3076923076923077,1094.0,11,4,6.4692307692307685,0.35714285714285715,6.0,0.0,0.74,13.5,4.0,1.0,0.0,1.0,2.0,89.0,0.0,22.9,0.0,0.0,2.0,3.5,0.5,4.0,0.646,19.740000000000002,1.7408571428571427
